,0
4876,저도 아로퓸 써봐야겠네요~ 꿉꿉한 냄새때문에 장마철빨래 고민이었거든요~~
4877,아로퓸 향 궁금하네요다시팩에 아로퓸 아이디어 넘 좋은데요!
4878,아~ 요게 그대로 녹느거네요?오홍 액체 세제는 넣다가 주변에 흘리는 경우도 있는데요런 그럴 염려도 없겠어요
4879,진짜 서보니까 향기 너무 좋더라고요~처음 서보고서 완전 팬이 되어버린~향이 너무 좋아서 진자 꿉꿉한 냄새 싹 사라지고 넘 좋음^^
4880,은은한 아로마향이 난다니 저도 이거 써보고싶어요~ㅋㅋㅋ진짜 요즘 빨래냄새가 고민인데 ㅠㅠ바꿔봐야겠어요! ㅋㅋㅋ
4881,향기 부스터 진짜 신기하네요 저희집은 남자들이 많아서 긍가. ㅠㅠ왜 그렇게 남자냄시가 나는지향기로 진짜 몽땅 날려버리고 싶네요~ ^^
4882,고급진 라벤더향 궁금하군힘찬이 만나면 가까이 가봐야지ㅋㅋㅋ
4883,오호 요거 독특하닷!! 완전 탐나네
4884,"잘보고갑니다:)

주말도 코로나 조심하세요!"
4885,강추에요
4886,세탁후 마른뒤에도 향기가 유지되나요?
4887,"매일 이 세제로 세탁하는데 향기가 남아있어요!! 저는 남편것은 세탁+섬유유연제 이렇게 하고 바로 널고 수건 애들 내복은 세탁+섬유유연제+건조기 이렇게 돌리거든요 ㅎㅎ 바로 넌것은 섬유유연제 향이, 건조기 돌린건 캡슐세제 향만 남더라고요^^"
4888,검색으로 글 보았습니다~ 알레르기 유발 성분이라는건 혹시 뭔가요ㅜㅜ
4889,반갑습니다. 방문 드렸다가 메세지 남깁니다~ 좋은하루되세용~
4890,빨래방에서 봤던거라 궁금했는데 리뷰 감사합니다~ 저도 주문해봐야겠네용
4891,잘 보고 가요~
4892,유블 체험단 리스트 입니다강남 레스토랑 체험단 참여요망https://blog.naver.com/bolil/221952087719구매평 만늘 요리 소스 체험단 참여https://blog.naver.com/bolil/221960689811
4893,오잉. 이거 진짜 좋은것 같네요! 예쁜데 세탁 세제라니 !
4894,사용하기 편해서 좋네요!
4895,포스팅 잘보고갑니다~좋은저녁보내세요^^
4896,"오, 신기해요! 위생적이고, 휴대성도 좋고요! 세정력도 진짜 좋은데요?"
4897,우와 세정력이 정말 좋네요!!캡슐만 넣으면 되니 넘 간편하고 좋은 것 같아요>_<!!
4898,"포스팅 잘 보고 갑니다~저희 블로그 방문하셔서 인테리어도 구경하고,좋은 정보도 얻어가세요:) 그럼 오늘도 좋은 하루 보내세여!"
4899,와 스르르 잘녹고 세정력도 좋고요 ㅋ
4900,요즘은 캡슐세제가 대세인가봐요!+ㅁ+ 전 섬유유연제 함께 포함된 캡슐 세탁세제도 사용해봤는데 확실히 캡슐이 편하긴 편한것 같아요 ㅋㅋㅋ
4901,"좋은정보 감사드립니다(__)
건강 유의하시고 행복하세요^^"
4902,댓글감사합니다 송아맘님도 좋은하루 되셔용~^^
4903,"안녕하세요!미세스뽀님 블로그 소통하러왔어요!
정성스러운 포스팅 잘 읽고갑니다.^^
항상감기조심하시고 행복하세요~:)"
4904,저는 그냥 액체세제 사용하는데 캡슐은 한번도 안써봤어요그래서 너무 궁금해요~그냥 하나씩 던져넣으면 되니 넘 간편하네요 ㅎ
4905,캡슐세제 요즘 많이들 사용하더라고요저는 요거 벌써 두통 이상 쓴거 같아요
4906,오....신기해요 안그래도 인스타에서 이런 캡슐세제보긴했는데 글로 길게 보니 ..더 잘보이네여 다음에 한번써뽀고파여 ~~ 귀염뽀짝하네요 ㅎㅎ
4907,네 요즘 캡슐세제 많이 쓰는대요저는 요거 몇달전부터 사용중이었어요
4908,캡슐이라서 잡기에도 편하겠어요!
4909,네 손에 일단 세제가 묻지가 않아요
4910,어머ㅎ 세제너무고급진데요ㅎ써보고싶게생긴 비쥬얼입니닷♥
4911,요거 요즘 좋다고 엄마들이 많이 사용해요
4912,세재 가 넘 이쁜거 아닌가요??^^
4913,ㅎㅎ 이쁘기도 하지요
4914,저런 세제가 쓰기 좋더라구요세재 찌거기도 남지 않고요즘은 물에 녹는 용품들이 있어 편하고좋은것 같아요...ㅋ
4915,찌꺼지 하나도 안남더라고요벌써 한참전부터 좋다고 소문 나서 사용중인 세제에요
4916,와 이런세제거 있다니 주부2년차인데도 몰랐네요ㅠㅠ 좋은정보 감사해요❤️❤️
4917,네 요즘 많이 사용하시는 세제에요
4918,유해성분도 열가지 없어서 안심이네용 ㅎㅎ
4919,네 요즘 인기 있는 세제더라고요저도 이미 사용중이던 세제구요
4920,스쿠알렌처럼 생겼는데 요게 농축세제군요
4921,진짜 요새는 세제까지 캡슐로 나와서 증말 세상살기 너무 편한거가타효
4922,그쳐그쳐 진짜 요즘 세상..편해졌어요 ><
4923,오오ㅠ 세제까지 캡슐로 나온다고요...? 전 오늘 처음 알았지 모예요...?
4924,융디님 진짜 캡슐 한번 쓰시잖아여? 신세계에요 ㅠㅠ
4925,마침 드라이시트 다 떨어졌는데 한번 알아봐야겠네욤 ㅎㅎㅎ향기 좋고 미세플라스틱 없다면 너무 좋을거가타요!!
4926,ㅎㅎㅎ넹넹 한번 사용해보세요 집안에 향기도 가득가득 너무 좋아요!!
4927,"알러지프리에요? 대박,, 넘 좋아보이는데요,,,"
4928,저 진짜 예민한데 이거 쓰고나서..간지럽거나 그런거 하나도 없어졌어요!!(개인차!!)ㅋㅋㅋ
4929,와우 이런게 있었네요 드라이시트 사러가야겠어요 ^^
4930,키키 진짜 신기하죵 >< 향도 좋아서 저는 쟁여놓고 쓰고 있어요!
4931,저에게 필요한 아이템이네요 ㅎㅎ좋은 정보 얻고갑니다😃
4932,잘보고갑니다~ ㅎ
4933,이거 집들이 선물로 해주면 진짜 좋아할 것 같아요💖
4934,"잘 보고 갑니다 ✧∀✧
오늘도 활기찬 하루 되세요 ^〇^"
4935,요 제품 인기 많더라고요 가끔 블로그에 포스팅글 봤는데 진짜 편리한거 같아요
4936,어머나~ 세탁세제가 뭐 이리 예쁘대요 ㅎㅎ노란색 캡슐세제 사용할 때마다 기분 좋아질 것 같아요 ^^
4937,색깔 넘 이쁘죠? ㅎㅎ 인위적으로 만든 컬러가 아니라 더 예쁜 것 같아요 ㅎㅎ
4938,요새 캡술형세재가 많은거 같더라구요 ㅎㅎ세재인데듀 참 이쁘게 생겼네여 😊
4939,캡슐세제는 처음인데 올인원이라 정말 편하더라고요^^
4940,어모나 세상에나ㅋㅋㅋ노랑노랑 세탁세젠데 이쁘기까지 하네여ㅋㅋ😊
4941,노랑노랑 컬러 증말 예쁘죠? ㅎㅎ 향도 미쳤어요 ㅎㅎ
4942,무슨향이에요?? 색이 노란색이라 그런지 일랑일랑향이 생각나는건 뭐죠?ㅋㅋㅋ
4943,상큼하고 꽃향이고 막 그런데 되게 기분좋은 향이에요 ㅎㅎ무겁지도 않고요!!
4944,헤헤 그렇군여 ㅎㅎㅎ 꽃향 좋아요>.< 무겁지 않다고 하니 은은하게 퍼지겠군요 ㅎㅎㅎ소발킴님 오늘만 지나면 주말이에요~ㅋㅋㅋ금요팅 하시구 즐거운 주말 보내세요!
4945,와 일주일에 3-4번운동이라니 대단하세요👏요런 캡슐형 세제 너무 편하고 좋아요
4946,이거 나도 사다가 써봐야 되겠는뎅
4947,물에도 잘 녹고 ㅋㅋㅋ 향기까지 좋으니까넘 편할 것 같아요 정말 보면 볼수록 예뻐서요거 집들이 선물로도 인기 많겠는데요~?
4948,이거 향기 넘나 좋았어요!취향저격! 물에도 잘 녹고!!
4949,요즘은 세제도 이렇게 이쁘게 나오나요ㅎㅎ무거운세제 힘들게 들어서 쏟아붓지않아도되니 넘 좋은걸요.저도 써봐야겠어요
4950,세제 따라 쓸 때마다 너무 많이 들어가는 경우가 가끔 있는데이렇게 캡슐로 되어 있으면 아주 깔끔히 쓸 수 있어 짱이네요.^^
4951,빨래할때 세재를 사용하는 것도 무척이나 신경이 쓰이는데요.캡슐형이라서 깔끔하게 사용할 수 있어서 좋은걸요
4952,향좋은세제 써보고 싶네요빨래후 좋은향남으면 넘좋던데..캡슐형이라 편한것도 마음에드네요
4953,투명하게 보이는 노랑노랑 캡슐 세제 정말 예뻐요향기도 좋구세제 흘릴 일이 없으니 넘 좋겠어요
4954,별도의 계량이 필요없어서 더 편할거 같아요세탁물이 세상 많은 집이라서...편안하게 요런 캡슐세제 사용하고 싶네요~
4955,요즘 이런 간편하고 안전한 세제들이 많이나와서 다 사용해보고싶더라구요 ! 향도너무 궁금하네요
4956,한번 사용해보고싶네요 ㅎㅎ
4957,잘보고 갑니다 답방은 사랑입니다♥좋은하루 되세요 !
4958,안녕하세요~포스팅 잘보고 갑니다!저는 2살 터울 남매맘인데 최근에 블로그 포스팅을 시작했어여~아직 게시글도 별로 없고 글재주도 없지만 놀로와주시면 너무 감사할것 같아 댓글 남겨요~꼬옥~ 놀러와주세요!
4959,엘모트 향 너무 좋죠저도 마음에 들더라구요99
4960,진짜 향 너무너무너무 좋더라구여.. 이건 무조건 구매 각 ㅎㅎ
4961,오 엘모트 세탁세제도 있네요어쩜 이리 예뻐요 ㅋㅋ전 여기 주방세제 쓰는데 넘 좋아요
4962,주방세제도 나오는군여?!세탁세제 향기 너무 좋아요 ㅎㅎ
4963,엘모트세탁세제 꼭 사서 써바야겠네요.. 매일매일 빨래가 양이 많아서 ㅜㅜ
4964,음식판사입니당~^^ 세재는 매번 코스트코 커클랜드 썼는데 무게감때문에 힘들었거든요. 캡슐형태로 뭔가 신박하면서 그런 무게감에서 벗어날수 있는 거같아요. 거품도 ㄷㄷ하네여 좋은 포스팅 잘보고갑니다. 행복한하루되세요^^
4965,신기방기...ㅋㅋㅋ 잘보고 갑니다.
4966,"저는 속옷 팬티같은거랑 베개커퍼도  요거넣고 빨았는데 왜 잘안지워지죠ㅠ 두개넣었는데, 베개커버에 애들이 침흘려서  노랗게됬는데 잘안빨려서 다시해보려구요"
4967,캡슐세제 해브어굿타임 초간편하게 뚝딱! 보고가용!
4968,들렸다가요~
4969,와~좋을것 같아요...^^좋은 정보 감사합니다
4970,오~~~좋은 정보 감사합니다
4971,이거 깔끔하고  넘 좋은데요
4972,나뉘어져있는게 신기해요 ㅎㅎ
4973,"저는 코스트코꺼 썻는데 다쓰고 요거 써볼려고 사놧어요!!ㅋㅋㅋ코스트코가 짐승용량이라 아직 남았네요,,;;"
4974,안그래도 세제 똑 떨어져서 지금 증정용 쓰고 있는데요거 좋나보네요~
4975,어 저도 이거 쓰는데여^^ 저도 섬유유연제랑 같이 있다고 해서구입했는데 유연제 향은 아주 조금 빨래를 돌려야 효과가 있는것 같아서섬유유연제랑 같이 쓰고 있어요 색과 통이 너무 이뻐서 샀는데 ^^이제 다른거 구입하려구요 가격도 비싸고^^
4976,우아 한번에 다 합쳐져있다니..👉👈
4977,정성스런 포스팅 감사합니다~^^오늘도 따듯한 하루 되세요!!!
4978,엇 저도 지인이 추천하능거 봣어요가성비 젛다고!!
4979,맞아요 저거 탱탱하고 비닐이 얇아서 저도 느낌 좋아해요 ㅎㅎ 전 섬유유연제 다우니 꺼 쓰네요ㅎㅎ 일본 제품 웬만하면 지양하려고 하시나요? 저돈데 ㅎㅎ
4980,포스팅 잘봤습니다~이제는 생활방역시대! 붙이기만 해도 냄새가 사라지는에어퓨리티 항균스티커 구경하러오세용 😚❣https://smartstore.naver.com/tbdart/products/5261919998
4981,"들렀다갑니다!
좋은 하루 되시고
또 놀러올게요 ~ :)"
4982,세탁세제랑 섬유유연제가 같이 들어있다니 너무 좋은 제품이네요~~!!
4983,이거 한개만 넣으면 빨래 끝 이군요? 정말 편하겠어요
4984,오 두개가 같이 있다니 너무 좋은 제품이네요
4985,한번에 해결할수 있어서 정말 편리한 제품이네요😊
4986,저희집은 퍼실쓰는거같아요!!!빨래 냄새 좋으면 기분 좋아요!
4987,퍼실도 좋은데 사용하기 간편해서 더 좋을거 같아요 ㅎㅎ!
4988,캡슐세제 처음 봤어요 되게 귀엽게 생겼네요 편하고요!!
4989,복합적이어서 실용적인 세제네요^^
4990,서제가 참 다양하네요 캡술세제도 있군요
4991,종이세재 나왔을때 신세계였는데 물 묻고 덩어리져서 폐기처분해었던 기억이 ㅎ
4992,저도 요거 한번 써보고싶긴한데 ㅠ.ㅠ지금 트레이더스에서 그 티슈처럼 생겼는데 살짝 빳빳한 세제가루 펼쳐서 뭉쳐둔듯한? 그런거 써보고있어요. 물을 가득받은후에 맨 마지막에 올려두고 빨래할때는 괜찮고 제일 밑에 물받을때 넣었더니 가루화되어서 세탁기 사이사이 틈으로 들어가서 싫더라구요 ㅋㅋ그래서 항상 물받고 일단 써보는 중입니다 ;ㅁ;
4993,오오..자취생한테 좋은 물건입니다..ㅋㅋㅋ 1석3조 캡슐이라닝 ㅋㅋ
4994,다우니꺼 써봤는데 좋더라고요💞💞💞
4995,우와 이런제품 너무 신세계네요! 저는 아직 정착못했어요ㅜㅜ
4996,저도 세제 유목민인데 이것도 한번 써봐야겠어요 👍 추천 감사해요 ^^
4997,"저는 가루세재쓰는데요.. 있는거 다쓰고 다시 3인1으로 왔네요. ㅎㅎㅎㅎ 언젠가 누가, 그러는데. 비싼 가루세재나 비싼가루세재나 성분?에 별차이가없고 브랜드값이래서, 젤싼거루 사다가 쓰곤했네요.근데 자리차지를 많이해서 간편한걸로 사봤어용"
4998,이거 좋네용 ㅋㅋ퐝퐝잘터질거같아용 ㅎㅎ
4999,좋은 소식 잘보고 갑니다~오늘 하루 마무리 잘 하세요^^
5000,가을이 깊어졌네요~ 기분 좋은 날 되세요~~
5001,아직 전 캡슐세제는 한번도 안써봤는데~~~써본분들이 진짜 편하다고 하더라고요ㅋㅋ세척력도 굿이라니 저도 꼭 써볼래요♡.♡
5002,캡슐세제가 뭔가했는데 넘 예쁘게 생긴거 아닌가요쓰기 살짝 아깝다는 생각도 ㅎㅎㅎㅎ 양말 빨아준거 보니 아까워도 잘써야겠어요~저도 집에거 다 쓰면 사볼래요
5003,우와 탈취력까지 있는 캡슐 세제라니한번 사용해보고 싶네요.  간편해서 하나씩 두개씩 용량 맞추기도 편해서 좋을것 같아요
5004,집에 남정네가 3명이나 있어서 그런지세제하면 향기부터 챙기게 되더라고요향기도 좋고 세탁력도 좋은 캡슐세제기억해 뒀다가 저도 한번 사용해 봐야겠어용
5005,우왕 캡슐로 된거 넘 신기하네요 ㅋㅋ 진짜 요새 빨래양 어마무시해요ㅠㅠ
5006,캡슐 너무 예뻐요ㅋㅋㅋㅋ ㅠㅠㅠㅋㅋㅋ뭐가 또 이리 예쁘게 생겼지이
5007,세탁 좋아하는 사람으로써 캡슐 완전 좋네요 ㅋㅋ세제 양을 몰라서 들이붙는데 ㅎㅎ 이건 간편하니 좋네요
5008,저도 요거 한번 사용해보고 싶더라고요일단 디자인이 너무 예뿌네용ㅋㅋㅋ캡슐 스타일이라 왠지 사용하기도 짱 편리할듯 싶어요
5009,캡슐 너무 간편하게 잘나왔어요
5010,이거 너~무 편하겠어요! 몇년 전 일본에서 캡슐 요거 있길래 한국에도 이런 거 나왔음 좋겠다! 했는데!! 딱 있네요!
5011,요즘 모든게 편하게 나오는것같아요 ㅎㅎ 저도 한번 써봐야겠어요 ㅎㅎ
5012,완전 간편하게 사용할수있겠어요^^
5013,오오 이거 너무 좋아보이는걸요!!
5014,공감가는 글이네요 ㅎㅎ >.<
5015,저는 집안일잼병이라 빨래할때 세제넣는법도 몰랐는데 캡슐형 발견후에 완전 빨래고수가 되었습니다 ㅋㅋㅋㅋ맨날 같은 캡슐형 제품만 사용했었는데 이 제품도 한번 구매해봐야겠는데요 ! ㅋㅋ 메이드인 코리아!
5016,오 일반티셔츠 40장을 빨 수 있는 세척력 어마어마 하네용!!! 통돌이도 사용할 수 있다니 진짜 이거 하나면 간단하게 빨래 할 수 있을 것 같아요~! ㅎㅎ
5017,우앗 신기해요 처음 본세제 에요 요고 괜찮은거 같아요!
5018,우와 이런 세제가 있군요! 기억했다가 사서 써볼게용😍
5019,우와 너무 신기하네요 엄청 간단하고 ! ㅋㅋㅋㅋㅋ 지금꺼 다쓰면 꼭 써봐야겠어요 :) ㅎㅎ
5020,오~~~섬유유연제를 안써도부들거리다니 너무 좋네요~
5021,녹는비닐인데 내구성이 잇가는게 신기방기하네여
5022,잴리형태에 세제라니~~왠지 더 빨래에 흡수가 잘될듯해요!
5023,향도 좋고 캡술이라 보관도 좋고 굿 정보 잘보고 갑니다 ^^
5024,요샌 이렇게 간편하게 세제까지🤩🤩써보고싶네용!!
5025,서로이웃 신청합니다 굿밤되세요
5026,오옷~ 섬유유연제 따로 필요없다니 괜찮을 것 같네욥~! 용기에 질질 셀 일도 없을것같구~~ 좋은 정보네욥~~!!🤗
5027,너무 맛있게 생겼.....ㅋㅋㅋㅋㅋㅋㅋㅋㅋ섬유유연제를 따로 안해도 되는게 젤 좋은👍🏻👍🏻👍🏻
5028,와 캡슐형 세제 처음봐요 ㅎㅎㅎ신기하네용
5029,"정말 실화인가요? 캡슐 툭 던지면 끝나요!!!!? ㅠㅠㅠ 너무 좋아요.. 무겁게 세제를 들일도 없고, 섬유유연제를 질질질 흘일일도 없고... 이거슨 혁명이야.. 너무 좋아여!!!"
5030,저도 저번에  캡슐세제 써봤는데진짜 편하드러고요!!
5031,우와 캡슐형이라니! 너무신기해요ㅋㅋㅋㅋ
5032,자취하면서 느끼지만.. 저런 작은 변화가 큰 편리함을 주더라구요! 포스팅 잘보고 가요 이웃님!! 앞으로도 잘부탁해요~
5033,"저는 완전 빨래 산더미처럼 쌓아놨는데 ,,밀린 빨래를 열심히 돌리구 널고 개고 해야겠어용 😭어제 쿠팡으로 세제 주문 했는데 ㅠ 산거 다 쓰고 나면 캡슐세제도 한번 써봐야겠네염 >.<"
5034,오오 저는 요런 캡슐형 세재 한번도 쓴적이없어요 ㅋㅋ요즘 건조기돌릴때 건조기에는 그 뽑아쓰는 섬유유연제 쓰거덩요 근데 계속 따로 버려야하고 먼가 찝찝한 느낌들어서 쓰기가 좀그랬거든요 ㅠ요거는 섬유유연제처럼 같이 쓸수있다하니세탁기돌릴때 같이쓰면 넘 좋겟어요!!!세척력도 말할것도 없는거같구 ㅎ집에세제를 넘 마니사놧는데 ㅠ 어느정도 다쓸때쯤 구입해서 써봐야겠어요^^
5035,오오 완전 간편하고 최고네요:) 진짜 이런 제품이 있는지 몰랐어요
5036,"요거 한번 살까말까 했었어요,,안새고 편리할듯 하네요"
5037,오~~요런것도 있네요~~캡슐세제 처음 보내요~~!!^^
5038,아주 간편하고 편해서 좋은~😊 나중에 기억해놨다가 써보는 것으로...🧡🧡
5039,오늘 너무 바빠서 이제야 찾아뵙네요! 오늘도 정말 멋진글 잘 봤습니다. 수고하셨어용 ㅎㅎ
5040,와우..
5041,"안녕하세요, 이웃님 요제품 한참전부터 보였는데.. 저건 어케 쓰는건가..궁금했었는데..한 개당 6kg의 빨래용이군요.섬유유연제를 안넣어도 되니 중간에 신경쓸 필요가 없겠네요."
5042,와...점점 편리해지는 세상이네요대박...완전 고농축일듯아 빨래안널었다..
5043,대표사진 정말 얼핏 보니까맛있는 곤약젤리 같았어요 하핫고농축캡슐이라 간편하게 사용할 수 있을것같아요💗
5044,으앙 ㅋㅋㅋㅋㅋㅋ 생긴거 넘 귀여운거 아니에용?몬가 몰캉몰캉하니 만지면 기분 좋을 것 같구용 그냥 저거 툭 던져놓고 빨래하면 되니 짘짜 편리하네요
5045,정말 편리하겠어요!!좋은글 잘보고 갑니다!! 오늘도 좋은하루보내세요 :)
5046,캡슐세제가 너무 예쁘네요?보기에도 예쁜데빨래까지 잘 되니저도 다음엔 사보고 싶어요😊
5047,캡슐세제 ♥ 너무 귀엽네요 사용법도 간단하구요 보들보들한 수건은 진짜 기뷰니가 좋아지죠세제에서 향기도 나고 - 다우니 안넣어도 되겠어효
5048,캡슐세제라니 너무 간편해보이네요~~~!! 섬유유연제도 필요없다고 하니 시간완전 단축될거같네요😊
5049,잘보고갑니다
5050,캡슐색상 취저예여 !!
5051,"액체세제는 주입하다가 옆으로 샐수도 있고, 가루는 날려서 좀 불편한데캡슐형은 깔끔해서 사용하기가 좋을 것 같네요 ㅎㅎ"
5052,요런 간편템이 많이 나와성 넘나좋아요 게다가 섬유유연제를 안써도된다니 이뮤슨 이득이람!!!
5053,사용하기 넘좋은데 세정력도 좋다니 최곤데용
5054,이거 어디 여행갈때 진짜 좋을꺼 같아요!!!
5055,캡슐이라 한개씩 사용하면되니 너무 편리하네요.좋은제품 잘 보고갑니다^^
5056,프...프로랄??프로랄향은 무슨향일지 궁금하네욤..ㅋㅋㅋ오렌지색상인걸로봐선 오렌지향=프롤라향..?ㅎㅎㅎ저런 캡슐형 세제는 또 처음봐요~! 양이적어보였는데 깔끔히 세탁되는거보니 효율성 좋아보입니다+_+
5057,이런거 너무 편리하고 좋죠~~ㅎㅎ
5058,색깔영롱하네요~ 엄청편해보이기도 섬유유연제 쓴 것처럼 부들부들거린다고 하니~ 좋아보여요~>_<
5059,진짜 요새 간편하게 나온 제품들 넘 많은거같아용 ㅎㅎ 넘 괜찮네요 !
5060,"너무너무 편리해보여요!! 그리고 뭔가 젤리 같아요ㅋㅋㅋ 먹고 싶은,,ㅎㅎ"
5061,우와 캡슐세제라니~ 신기하네요!
5062,와 신기해요 저렇게까지 농축시킬 수 있다니😲😲보관도 편할 것 같고 사용하기에도 편리해서 좋아보여요👍 심지어 성분도 좋다니👍
5063,이상하게 세제가 너무 예뻐보여요 ㅋㅋㅋㅋ
5064,"호오, 안그래도 필름을 따로 제거해줘야하나 궁금했는데! 물에 녹는 1회용 캡슐이면 엄청 편하겠어요! 편리함에 향기마저 좋다니 최고네요!ㅎ"
5065,캡슐로 하면 편리할것같아욯ㅎㅎ 물에 녹는거라 더 좋을 듯 !!
5066,빨래가 뽀송하네요ㅋㅋㅋㅋ세제가 이렇게 이쁘기있나요
5067,완전 간편한데요?? ㅎㅎ 색깔두 넘예...
5068,옆에 안흘리고 너무 좋은것같아요 양조절도 쉽고요
5069,"라잇퐁님 포스팅 보러 들렀습니다 : )
알찬 포스팅 잘 보고갑니다^^ 힘찬 하루 보내세요 ㅎ!"
5070,이웃님 들렀다갑니다~ 글 잘보고갑니다! 즐거운일 가득한 하루 되시길 바랍니다!! ㅎㅎ
5071,잘보고 갑니다 ^.~
5072,깔끔하게 잘 세탁이 되겠네요^^
5073,"포스팅 정독하고 갑니다 ,, ^^
감기 조심하세요 ~!"
5074,잘읽었어요이제 진짜 봄같아요~~^^
5075,와우 세탁세제 넘 앙증 맞네요이거 저두 사용하고 싶은걸요완전 편하겠어요
5076,아니 디자인 너무 귀엽다 보기만해도 향 넘 좋을거같음 하나씩 쏙 간편하게 세착하기도 편하겠어 우리집도 쟁여야겠는데
5077,무슨 세제가 저렇게 이쁘지 ! 세탁력도 뛰어나고 향도 좋다고 하니 나듀 함 써보고 싶네~ 세제양 조절하기도 쉬울거같아~
5078,양조절하기 쉽게 캡슐로 소분되어 있어서 세탁할때 세제 얼마나 넣어야할지 고민따윈 안해도 되겠다~
5079,넘 이뻐서 빨래에 넣기 아까울 것 같아 ㅎㅎㅎ선물로 받아도 넘 기분 좋겠다~
5080,올인원 캡슐세제가 활실히 사용하기 편하지!!이번에 새로 런칭한 브랜드구나! 이걸로 사봐야겠다 찬물에도 잘 녹으니 안심이네!! 입구여밈 단단한것도 좋고
5081,"요즘 이렇게 기능성으로 나오는 세탁세제 진짜 많이 보이더라~이번 브랜드는 처음 보는 건데,  너무 괜찮아 보인다~! 찬물에도 잘 녹고, 일단 소량으로 포장되어 있는 것도 마음에 들어!"
5082,이런 캡슐 세제 너무 편하더라~그냥 하나씩 톡톡 집어넣기만 하면 되니까 좋더라고 ㅎㅎ이건 안 써봣는데 지금 쓰는거 다 쓰면 이거 사봐야지 ><포장도 넘 예쁘다 ㅎㅎ
5083,저도 카포드 향이 너무 좋아서 애용하고 있는데요새로나온건 카포드랑 전혀 다른향이죠??
5084,"쓰신글 정독하고 갑니다 ,, ^^
감기 조심하세요 ~!"
5085,글 잘보고 있어요 ^-^
5086,요거 실제로 써보니 좋았어요  뚜껑열다  내가 뚜껑열릴뻔 했지만요  눌러서 돌렸는데 안열려 ㅠ.ㅠ
5087,되게 간편해보여서 좋으네요 ! 한번사용해봐야겟어요 ~
5088,잘보고 갑니다 . 좋은하루 보내세요:)
5089,"글 잘보고 갑니다,, 일리야님 ^^
소통하고지내요~~"
5090,"일리야님 좋은 내용이 많아 
눈팅 하고 갑니당^^ *^^*"
5091,좋은정보 잘보고갑니다 ㅎㅎ 즐거운 하루되세요 !!
5092,"오늘 하루도 즐거운 하루 되시구요~
블로그 잘 보고 갑니당~^^"
5093,"포스팅 구독했어요
일리야님 즐거운 하루 되세요 ^---^"
5094,빠빠빨간맛은 없나요? 하하
5095,매트릭스 아님ㅋㅋㅋ
5096,"로라님 반갑습니당 ㅎ.ㅎ ㅎ
'라이프스타일'게시판의 글 보고 방문했는데 
제 관심사에 도움되는 좋은 글들이 많아
소통하고 지내고 싶어요 ㅎ 
서로이웃 신청 하고 갑니다 ㅎ.ㅎ"
5097,"로라님 안녕하세요 ^^
블로그 눈팅하면서 서이추신청 살짝 해봅니다
소통하고 싶어요 ㅎ
공백0100 포켓 세탁세제 하나씩 쏙쏙 캡슐세제 쓰기! << 이 포스팅 정독했어요 ㅎ"
5098,"로라님 반가워요 ~ ㅎ
'라이프스타일'게시판의 글 보고 방문했는데 
제 관심사에 도움되는 좋은 글들이 많아
소통하고 지내고 싶어요 ㅎ 
서로이웃 신청 하고 갑니다 ㅎ.ㅎ"
5099,오늘하루도 발도장꾹^^
5100,너무 예쁘고 편리하고 안전하기 까지한 세제네용!! 캡슐 쉽게 터지는건 영유아들에겐 위험한 장난감이 되버리더라고요ㅠㅠ 근데 요건 내구성 갑이네요 ㅎㅎ
5101,캡슐세제  사용하기 편하겠네요~^^
5102,세제가 이쁘기도 하네요  ㅎ
5103,안그래도 세제 구입해야하는데~캡슐세제 요거 한번 보러가야겠다
5104,손에 묻을일도 없고 업질러질 일도 없고 넘 좋겠네요
5105,캡슐세제는 간편해서요즘은 많은 분들이 사용하시는 것 같아요.세탁력도 우수하니까요.
5106,네 캡슐세제로 깔끔하게 성분도 착하네요
5107,우와~ 진짜 신기방기하네요~ ㅎㅎㅎ세재 넣으면서 재밌을꺼 같아요 ㅋㅋ
5108,오늘은 좋은일이 많은 날 되세요 퀵무버 입니다
5109,좋은 정보 잘보고갑니다~
5110,캡슐세제라 간편하게 세탁할 수 있어 좋겠어요
5111,액체세제 다 쓰고 나면 캡슐세제 사 봐야겠어요.
5112,"☔ 비가 많이 오던 이번주도 수고하셨습니다:)즐거운 불금 잘 보내시고,편안한 주말 보내세요."
5113,우와~세제가 뭐 저리 이뻐요~^^아까워서 못쓰겠다요ㅎㅎ용기도 버리기 아깝게 생겼...🤣🤣🤣
5114,세제색이 이쁘고간편하게 사용가능해서좋을듯해요
5115,캡슐  귀여워요ㅎㅎㅎ간편해서 좋네요^^포스팅 보다가 뒤에 초록초록 율마랑 나무들 넘나 예쁜거 안비밀이네요♡
5116,꿉꿉한데  요렇게  뽀송하니너무 좋네요
5117,놀러 왔습니다!유용한 포스팅 정독하고 하트 누르고 갑니다 :)앞으로도 꾸준히 방문할게요.한 주 수고 많으셨고 해피 불금되세요!ㅎㅎ
5118,생긴게 앙증 맞네요 ㅋㅋㅋ
5119,캡슐세제라 사용하기 간편해서 좋네요요거 사용해보고 싶었었는데 편해 보여요세탁도 깨끗하게 잘 된다니 고민 좀 해봐야겠어요
5120,앗 저도 이거 써봤는데 넘 편하고 좋더라구요. 가격이 쫌 비싼 기억이.. ^^
5121,세제 양 조절하는거 너무 어려웠는데 요거 하나면 해결되겠네요 ㅋ
