,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
307,[가죽공예출강] 컴퓨터과학고 2학년 친구들과 카드지갑만들기... ,부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222202972318,"​​​컴퓨터과학고 2학년 친구들과카드지갑만들기 원데이클래스일로가죽공방​​​햇살이 좋은 오후 저희공방 근처컴퓨터과학고에 수업다녀왔어요.​입구가 위 아래 두군데인데 위치를 착각해밑에서 부터 올라갔더니 너무 힘드네요ㅋㅋㅋㅋㅋㅋ​힘내서 고고~​헉!!!!!또 계단이,,,,​​​​​운동장까지 다 왔는데또 학교 정문까지 계단을 올라가야합니다ㅋㅋㅋㅋㅋ​​​와와~ 올라와서 보니 뷰가 너무너무 좋네요​​와~ 위에서 보니 속이 시원진짜 가슴이 뻥~ 뚫리는 기분이네요​♥​교실에 도착해서 수업품목 세팅해뒀습니다아이들이 뭘 좋아할지 몰라다양하게 준비해왔어요~​보통 학교에서 아이들이 원하는 컬러로지정하기도 하고 랜덤으로 요청하기도 합니다랜덤으로 요청하셔도 다양하게 준비해가요​​​오늘은 2학년 여러반이 모였어요.세무회계부터 창업서비스관련과친구들까지 다양한 과가 있는 학교입니다.​​​바느질이 들어가는 순간부터조용해져요~ 집중하는 아이들 옆에서계속 말을 시켜봅니다 ㅋㅋ​제가 아이들과 친해지는 방법은질문을 많이 하는 거에요~ 그러다보면 자연스럽게 친근해지더라구요​​#부산가죽공방​​​옐로우의 오르텐시아 너무 예쁘죠?굉장히 산뜻한 색상이랍니다가죽이라고 다 브라운계열만 있는게 아니라 요렇게 화사한 컬러도 많아요​​​​남학생들이 좋아하는 컬러​​​​아까 바로 위에서 봤던 오르텐시아컬러가 이렇게 변했어요​원래 단면만 마감처리를 하고앞 뒤면은 사용하다보면 자연스럽게색은 진하고 광은 은은히 올라옵니다.​근대 단면마감을 하다보면 변화되는과정에 욕심이 생겨요~ 그러면 앞 뒤 다 광을 내기 시작해요​​전 아이들이 즐거운게 좋고 재질의성질을 더 이해하고 즐기길 원해""너희 하고 싶은대로 해봐~"" 라고 합니다​한번의 수업으로 아이들이 전문가가되기보단 가죽공예에 관심을 가지는게중요하기 때문에 그런점을 감안하여수업구성을 하고 있습니다​그래서 같은 품목도 연령에 따라 다르게구성하기도 합니다​​​​한 10년은 사용한듯한 느낌으로~​​​왼쪽의 친구는 그라데이션 느낌을주고 싶었다고 합니다ㅋㅋㅋ 너무 귀엽죠~​​​​​이렇게 컴퓨터과학고 친구들과의수업을 마쳤어요이제  고3이 되는 친구들이 적성에 맞는 꿈을 찾았으면 좋겠어요​​​​#가죽공예출강 은 #일로가죽공방#가죽공예키트 는 #일로레더​​​​2
군
이찌
| 짤
슈가
",21,181,1,0,183.6,6,,2021. 1. 10. 19:14
308,[가죽공예 : 가죽공방 담담 수강생 작품] 카드지갑 _ 서울 왕십리... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222289812803,​똑같이 생긴 4개의 카드지갑입니다 :)​​서울 성동구 가죽공방 담담 토요일 수강생분의 작품입니다 ​남은 다코타벨리를 싹 모아서 카드지갑을 여러개 만드셨습니다​​​​다 선물하실거라 하셨어요~​​​​​​​​​카드슬롯이 양쪽에 두개씩이라 얇고 작은 지갑입니다​​​​​​공방에서 재단하고 목타 쫙 쳐가시더니 담에 오실 땐 거의 다 완성해오셨어요 ㅎㅎㅎ​일하시느라 바쁘실텐데 항상 작업을 잔뜩 해오시더라고요~ ​수고하셨습니다^^​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #손바느질 #카드지갑 #가죽지갑 #지갑만들기,7,61,0,0,86.0,17,,2021. 3. 28. 8:00
309,[ 가죽공예 / 오뜨 가죽공방 원데이클래스 ] 카드지갑 & 명함지갑... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222227419283,"​​​ooitw (오뜨) 가죽공방 _ 원데이클래스​​​​명함지갑 & 카드지갑 만들기​금요일 낮시간을 이용하여 남자친구 선물을 만들러 방문해주셨습니다.​명함지갑겸 카드지갑만들기 ~!!​겉감은 크리스페 _ 블랙 , 안감은 부테로 다크네이비 & 네이비 컬러를 사용하여깔끔하게 안성하셨습니다.​​​인기있는 디자인중 하나입니다:)​id창이 있는 명함지갑을 찾다가 기성품에는 예쁜게 없어서직접만들어주기로 하셨다고 하네요 :)​스티치는 너무 튀지 않는컬러 차콜그레이컬러를 선택튀는걸 안좋아하는 남자친구분을 위한 맞춤 카드지갑 !!심플하면서 깔끔합니다.​​​저희 공방에 찾아주시는 분들은 어쩜 이렇게 잘만드시는 걸까요 :)금손들만 오시나봐요 ㅎㅎ굿잡~!!​남자친구분에게 좋은 선물 되셨길바랍니다.크리스페 가죽을 사용하실경우 엣지코트 마감까지해야해서 다른 명함지갑에 비해시간이 더 오래걸립니다.긴시간 작업하시느라 수고하셨습니다.좋은 추억되셨길 바랍니다 . 감사합니다 (__)​​​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​​",11,93,8,0,171.2,15,,2021. 2. 1. 11:47
310,"안양, 인천, 시흥, 화성, 안산 가죽공예체험 안산가죽공방 안산공방",팍스팩토리 안산가죽공방,https://blog.naver.com/petstylish?Redirect=Log&logNo=222272017119,"팍 스 팩 토 리Park's Factory - Leather Craft -​가죽의 재단부터 바느질까지 모두 수작업으로 진행되며새들스티치 (Saddle Stitch) 방식의 손바느질로 제작/수강하고 있습니다.​​​​일일수강생분이 #원데이클래스수업으로 만든​ #에어팟프로가죽케이스 입니다.​#에어팟케이스 와 #에어팟프로케이스 둘 다 #가죽공예일일체험 으로 만드실수 있습니다.​​​​​​​에어팟은 1세대, 2세대는 사이즈가 같아서케이스를 같이 사용이 가능하지만 프로 제품은사이즈 및 디자인이 변경되어 출시되었습니다.​가로 ​폭을 약간 넒어지고 높이는 낮아졌습니다.내부 공간 폭은 크게 차이는 없습니다.​​​​​​​​​​​​​​​​​​가죽은 이태리 베지터블 가죽인푸에블로 벨리 가죽을 선택하셨습니다.​색상은 올모 오렌지 색상으로 선택해서 만드셨습니다.​한 톤만 사용하셔도 되고 배색하셔서개성있게 만드실 수 있습니다.​스티치 (바느질 실) 색상도 선택이 가능해서본인 취향대로 개성있게 만드실수 있습니다.​​​​​​​​​스냅버튼 및 하드웨어는 엔틱 색상으로 선택하셨습니다.​총 제작시간은 2시간 정도 소요되었으며,마감은 자연스러운 토코놀로 마무리 하셨습니다.​​​​​​​​​​​​​​​​​​각인은 뒷면 하단에 불박각인 하셨습니다.​각인 및 핑거 스트랩은 포함이며별도의 추가금액은 없습니다.​​​(각인은 한 위치에 1번이 기본이며 다른 위치에 추가로 각인 하실경우에는 추가금이 있습니다)​각인은 영문 만 가능하며 폰트는필기체, 고딕체, 명조체 이렇게 준비되어 있어서본인 취향대로 선택하실수 있습니다.​( ＆, ♥ 등 특수문자는 고딕체 만 가능합니다.)​각인 위치는 정해져있지 않고원하시는 위치에 각인이 가능하세요.​​​​​​​​​​​​​​​​제작 난이도는 쉬운 편이라서가죽공예를 처음하시는 초보자분들도 쉽게 만들수 있습니다.​​​"" 브랜드 제품이나 타 공방 디자인 등은불가하며 디자인 변경은 제한되어 있습니다 ""​정성이 들어간 세상에 단 하나뿐인 제품을 만들어 보세요 :)​​​​​: 가죽공예 일일체험 안내 : ​: 가죽공예 취미반 , 정규과정 안내 :​팍 스 팩 토 리Park's Factory- Leather Craft - ​​가죽의 재단부터 바느질까지 모두 수작업으로 진행되며새들스티치 (Saddle Stitch) 방식의 손바느질로 제작/수강하고 있습니다.​​:: 경기 안산시 단원구 이삭2길 29, 2층 팍스팩토리 가죽공방 ::- 수강 및 예약문의 -010-2315-1996​카카오톡 채널 : 팍스팩토리카톡문의환영~",9,216,0,0,119.8,3,,2021. 3. 11. 16:07
311,[서울 가죽공방] 지갑만들기 가죽공예 원데이클래스 _ 여성... ,B.cheno Leather,https://blog.naver.com/sy__p?Redirect=Log&logNo=222421511743,"​* 여성 지갑만들기 가죽공예 원데이클래스​나만의 컬러조합으로 만들어볼 수 있는 특별한 수제 가죽지갑 클래스입니다.​지폐가 들어가는 반지갑은 클래식한 반지갑과 머니클립 그리고 여성형 반지갑 3가지 디지인이 준비되어 있습니다.​오늘 포스팅된 제품은 똑딱이 잠금장치가 있는 여성반지갑 원데이클래스입니다 :)​​​원데이클래스는 가장 먼저 가죽의 컬러를 선택합니다.​가죽공방에 제작되어 있는 제품들을 참고해서 가죽 색상배색을 직접 선택합니다.그리고 지갑에 각인할 이니셜을 고르게 되는데, 이니셜의 폰트와 색상도 선택할 수 있습니다.​원데이클래스는 수강생이 직접 제작하는거라 가죽부터 실색상까지 모두 원하는대로 조합해 제작하게 됩니다.선택할 부분이 많으니 각인하고싶은 영문 이니셜은 미리 생각해오시면 더 좋습니다 !​​​바느질과 마감 등 다양한 가죽공예 기술들을 체험하면서 만들게 됩니다.​여성 지갑만들기 클래스는 2.5시간정도 진행되는데, 수강생마다 제작시간의 차이가 있으니 여유있게 방문해주시면 더 좋습니다.​​​원데이클래스로 수강생이 직접 제작한 반지갑입니다.​네이비 컬러에 내부에는 탄브라운으로 포인트를 주고, 스티치는 밝은계열로 넣어 손바느질이 돋보이게 완성되었습니다.​여성반지갑은 카드칸 4칸형 / 6칸형 / 동전수납형 3가지 중 필요한 디자인으로 선택해서 제작하게 됩니다.​​친구분들이 함께 수강하셨는데, 다른 지갑은 카키 + 베이지 조합으로 제작되었습니다.​카키컬러 지갑은 외부 이니셜택 컬러를 다르게 조합했습니다.베이지컬러를 선택하시고 스티치 컬러도 동일하게 넣어 차분하지만 개성있는 지갑이 되었습니다.​여성반지갑 원데이클래스에서는 이니셜택에 이니셜을 각인해드립니다.오늘 포스팅된 제품은 짧은 이니셜을 필기체로 각인하였습니다.​​​두 분 모두 꼼꼼히 제작해주셔서 예쁘게 완성되었습니다!​취향이 가득 담긴 개성있는 하나뿐인 지갑이 되었습니다.​가죽공예를 배워보면서 자신의 취향을 넣어 특별한 지갑을 만들어보세요.비체노 가죽공방은 소수인원 클래스로 예약제로 진행하고 있습니다.​예약은 원하는 시간대에 예약하시려면 여유있게 예약해주시는걸 추천드립니다.​행복한 시간으로 기억되길 바랍니다.감사합니다.​​",20,193,1,0,100.2,6,,2021. 7. 5. 23:51
312,[ 가죽공예 / 오뜨 가죽공방 원데이클래스 ] 애플워치 SE... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222252133734,"​​ooitw (오뜨) 가죽공방 _ 원데이클래스​​​​애플워치 se 스트랩 (44mm)​수요일 저녁 7시에 예약하고 오신 원데이 수강생분 여자친구 생일선물로 애플워치 스트랩을 만들러 오셨습니다.​부테로 _ 네추럴 가죽을 이용하여깔끔하게 완성하셨습니다.​​​보통 2시간에서 2시가반정도 소요되지만 엣지코트 마감을 어려워 하셔서3시간정도 소요되었습니다.뒷면에 기념일과 이니셜을 넣어 작업하셨습니다.​​어댑터 컬러를 블랙으로 선택 버클은 블랙컬러가 없어 흑니켈로 작업하였습니다.​​그리프 작업도 잘하시고 바늘땀도 가지런하게 잘나왔습니다.여자친구분 선물이라 한땀 한땀 정성들여 작업하신게 느껴집니다.​여자친구분이 좋아하셨으면  좋겠네요 :)늦은 시간까지 작업하시느라 수고하셨습니다.감사합니다 ~♡​​​​https://blog.naver.com/inkyung78/222229668711​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​이
",7,77,3,0,171.2,14,,2021. 2. 22. 10:58
313,커플 키링 만들기 가죽공예 가죽공방 원데이클래스 커플... ,NOTHING MATTERS,https://blog.naver.com/eddiefactory?Redirect=Log&logNo=222427692755,"​커플 키링 만들기 가죽공예  가죽공방 원데이클래스 커플 이색데이트 하러 낫띵메터스​#커플키링 #커플가죽공예 #커플가죽공방 #커플원데이클래스 #커플이색데이트 # 낫띵메터스 #가죽공방원데이클래스이번 수업은 키링 만들기로 !!진행 되었습니다​색상은 저희 공방에서 가장 인기있는""탄""컬러 입니다​고급진 브라운컬러!!원데이 클래스 수강 시, 가죽 컬러를 골라주시면​예쁘게 재단해 드립니다!​이 작업은 위험하기에..... 제가 직접 해드려요!!^^​​꼼꼼하게 바느질 후 불박 작업으로 예쁘게 이니셜도 새기구요번호도 새깁니당!!​폰트 색상이 골드라키 고리도 골드로 통일​고급스러워요!!!!​같은 탄 컬러로 만든에어팟 케이스 입니다!​튼튼하게 만든 제품으로 오래오래 사용하세요!!^^​ 가죽공방 원데이클래스 문의 주시면​수강으로 진행했던 제품들보여드려요^^​궁금하시다면카카오톡 채널 ""낫띵메터스""로 문의주세요!!​찐~한 초코의 향기가 !!!!!​러블리한 ""더블초코"" 쿠키 에요!​잘 보시면 눈썹도 있어용!!​커플 분들이 오셔서 진행했던 수업!! ​잘쓰고 계신다고 후기사진 보내주셨어요^^​감사합니다!!​오래오래 예쁜 사랑하세요^^​​가죽 배색에 따라 느낌이 확~ 다르시죠!​위험한 불박 (이니셜 찍는 작업)도저희가 해드려요!!​어려움 없이 간단하고 예쁘게 만들 수 있는 수업으로 진행 됩니다!​놀러오세요~~~~~~~​귀여운 콩! 콩콩콩콩​심심한 가방에 포인트가 되어줄 키링~~​희.소.식​카페를 새롭게 꾸며보려고 합니다!​가죽공방 원데이 클래스로만진행했던 제품들을​주문제작이나 현장에서 직접 구매 하실 수 있도록포장해서 진열해 놓을 예정입니다!​매번 ""파는제품이에요?' 라고 여쭤보시고 가시는 분들이 많이 계셔서수업만으로 진행하기에는 넘 죄송한 마음에.........​한켠에 작은 쇼룸으로 꾸미고 진열해 놓으려구요!!​공간을 구상하는데 조금 시간이 걸렸어요!다음주나 다다음주 중으로 완성 해 놓을 예정입니다​자주 놀러와주세요~~구매 못하셨던 분들에게도 좋은 소식이 되었으면 합니다​​이번에 새로 디자인한 뉴백!!!!!​홈페이지 개설 작업도 틈틈히 해서 곧 끝날 예정이구요쇼룸 한켠에 가방들도 진열해서 직접 보실수 있게 놓을 예정입니다!​ㅋㅋㅋ귀엽죠!가방 분위기가 확 달라 졌어요!!​모든 문의 사항은카카오톡 채널 ""낫띵메터스""로 주세요!​쇼룸과 홈페이지 개설 작업은 완성 되는데로 글 한번 더 올리고 인스타에 공지하겠습니다​쿠키 택배 문의가 많아서 쿠키도 택배 작업이 가능할지....의논 후, 진행해 볼게요^^​늘 관심을 가져 주시고 문의 주셔서 감사합니다!​좋은 인연이 될 수 있도록예쁘고 특별한 제품들 많이 보여드릴게요!!​오늘도 찾아와 주셔서 감사합니다​​ 
 
",24,230,0,0,122.6,83,,2021. 7. 11. 16:47
314,가죽공예 원데이클래스 해보고 집에서 가죽가방만들기까지 성공^^,욜로의 하루,https://blog.naver.com/yo920713?Redirect=Log&logNo=222407215790,"​​​남편 직장 때문에 이사 오기 전가죽공예 원데이클래스 체험을 해본 적 있는데 재밌더라고요^^​제가 다른 것보다 가죽제품을 정말 좋아해서예전부터 가죽공예를 배워보고 싶었는데가죽공예 원데이클래스 한 번 해보고 나니까이번엔 진짜 맘 잡고 배워봐야겠다는 생각이 들었어요.​​​​그런데 이번에 이사 온 곳은전에 살았던 동네만큼 뭔가를 배울 수 있는 곳이 많이 없어서가죽공방도 찾기 힘들었어요.​저도 새로 직장을 구해 다니고 있어서시간적으로도 애매했고요.​​그래서 독학을 결심했답니다.​​하지만 가죽공예 원데이클래스를 들어보니까작업 중 도움은 확실히 필요한 것 같아서가죽공예 온라인 강의로 배우면서 연습하고 있어요.​​​​가죽공예 부업·창업을 위한 강좌라취미 강좌보다 체계적이고 전문적인느낌이 분명히 있어요.​기본 이론부터 시작해서 초급 과정부터제작, 고급 창업 과정까지 쭉구성되어 있는 커리큘럼인데초보자가 차근차근 실력 쌓기 좋더라고요.​​처음 시작할 때 가죽공예도구와 재료도무료로 보내주니까재료비 부담이 컸던 것도 아니랍니다.​​​​가죽공예도구에는 뭐가 있고,어떻게 사용하는지부터작품 구상, 도안, 재단, 염색, 조립, 본딩, 스티치, 마감까지전 과정을 하나씩 자세하게 가르쳐주세요.​원데이 체험 전에도 막연하게가죽공예=어려운 공예라는 느낌이 있었는데선생님이 보여주시는 시범 따라천천히 익히면 그렇게 어렵기만한공예는 아니라는 생각이 드네요^^​​선생님의 모든 시범, 과정들은중간에 잘리는 부분 하나도 없이계속 이어 진행되고요,세밀한 작업은 카메라가 아주 가까이 잡아줘서잘 이해하면서 따라 연습할 수 있어요. ​​​​처음 만들어본 작품은가죽키링이었는데요건 간단해서 쉬웠어요.​키링을 만들어본 뒤로컵받침, 카드지갑, 명함지갑, 팔찌, 필통,핸드폰 케이스, 반지갑, 미니크로스백 등점점 난이도 있는 작품까지강의보고 따라 만들었어요.​​창업 강의로 배우면기본기를 확실하게 잡을 수 있기 때문에꼭 커리큘럼에 있는 작품뿐만 아니라이걸 활용, 응용해서보다 많은 작품을 완성할 수 있겠더라고요.​​기간 제한 없이 한 번 수강등록하면매년 업데이트되는 작품들도계속 배울 수 있기 때문에배울 것도 많고꾸준히 연습하기도 좋네요.​​​​최근에는 난이도 상에 속한다는가죽가방만들기까지 성공해서엄청 뿌듯해요.​​친구들한테 가죽지갑이나 작은 파우치같은 거 선물해주면놀라면서도 좋아하더라고요.손재주도 좋다며.​​저는 비싼 명품보다내 시간, 노력, 정성이 들어가100% 내손으로 만든 가죽제품이더 값어치있고 매력적인 것 같아요.세상에 하나뿐이라 희소성까지 있답니다^^​​​​제가 가죽공예 배우고 있는 곳은가죽공예자격증 취득도 할 수 있고,공방창업이든 작품판매든부업·창업 지원도 무료로 받을 수 있어서내가 배운 가죽공예로수익까지 만들어보기 좋아요.​여기 온라인 판매도 지원해줘서저도 저번주부터 지갑 종류 몇 가지 판매해보는 중인데벌써 주문 두 개나 받았어요.​​직접 판매할 사이트를 만들 필요 없이지원해주는 판매 사이트에작품 등록만 하면자동으로 쿠팡, 인터파크 등의 여러 곳의대형 사이트로 동시 등록되기 때문에초보자도 하기 쉽더라고요.진짜 주문도 들어오고요.​​​​핸드메이드라 가격이 좀 비싸도그 매력 때문에 주문이 들어오는 것 같아요.​이렇게 판매되어도 따로 수수료도 안 받더라고요?판매된 가격 전부 통장으로 입금됐어요.​​주문받아 한두 개씩 판매해서수입 생기는 것도 재밌네요^^​회사 다니면서 너무 많은 작품들로는판매하지 못 하겠지만가장 잘 팔리는 작품 몇 개 올려놓고일주일에 1~2개만 판매하는 것도해볼만 한 것 같아요.​​​​사이트 관리나 정산 등을직접 신경쓰지 않아도 되니그 시간을 활용해 작품 하나를더 정성들여 만들거나 연구하면퀄리티도 높일 수 있을 것 같아요.​​배우고 싶었던 가죽공예마음껏 취미로 즐기면서집에서 소소하게 부업도 하니까매일 하루가 어떻게 가는지 모르겠어요.오래오래 해보려고요.​​가죽공예 강좌 커리큘럼 살펴보시고무료 샘플강의도 요청해서 수강해보세요.​가죽공예 부업·창업 강좌 알아보기​​​​​​​​아카데미 수강 후기 작성 후소정의 상품권을 받습니다",9,370,2,1,1958.2,3,text_ad,2021. 6. 23. 10:56
315,합정가죽공방 치를로] 홍대 가죽공예 / 원데이수강 / 일일체험... ,치를로 가죽공방,https://blog.naver.com/chirlo?Redirect=Log&logNo=222405689288,"푸에블로 가죽을 사용해서 배색 색조합으로 제작한 남자 반지갑입니다.겉은 차콜그레이로, 안쪽은 에토프그레이와 모스토 컬러 조합으로 선택하셨네요.깔끔한 스티치로 완성도 높게 잘 제작하셨습니다.수고하셨습니다^^​Vegetable Pueblo LeatherLincable 532Tokonole​---------------------------------------​CHIRLO(치를로)​아뜰리에 ""치를로""에서는 브랜드 카피가 아닌 직접 디자인하고 제작하는 방식으로 수업합니다.디자인을 전공하고 수년간 명품브랜드 디자이너로 활동한 경력을 통해자신만의 디자인으로 남들과 차별된 아이템을 만들수 있도록 도와드리겠습니다.​010-2603-4029kakaotalk : chirloinstagram : chirlo_leather서울시 마포구 연남동 487-126 1층​​​좀 더 많은 작품은 인스타그램에서 확인 가능하세요.https://www.instagram.com/chirlo_leather/​​정기수강 커리큘럼https://m.blog.naver.com/chirlo/220988043863​​#가죽공예 #가죽공방 #일일체험 #가죽체험 #원데이클래스 #홍대가죽공방 #홍대가죽공예 #연남동가죽공방 #연남동가죽공예​`\
",15,69,1,0,175.0,4,,2021. 6. 21. 22:24
316,소품 만년필 케이스 [홍대 가죽공방 운조] #가방만들기 #가죽공예,홍대 가죽공방 운조,https://blog.naver.com/wunjo373?Redirect=Log&logNo=222320860600,Leather Craft Studio WUNJO​​​[홍대 가죽공방 운조]​​​수강생 작품 만년필케이스입니다.바케타 가죽으로 제작하셨어요.내부에 잉크카트리지를 보관할 수 있어요!! 우리 수강생님 아이디어 넘 좋은듯!​가죽 스트랩까지 가죽공예 느낌 마구마구 풍기는 멋진 케이스 구경해보세요~^^​===========================Leather Craft Studio WUNJO홍대 가죽공방 운조수강생 상시 모집합니다01020629954KAKAO: talkinghead​​​​​​​#가죽공예 #가죽가방 #만들기 #diy #취미#만들기DIY #가방패턴 #가죽공예배우기 #만년필케이스#가방만들기 #가죽공예패턴 #패턴인사이트#홍대가죽공방 #가죽공방 #합정역 #망원동 #연남동 #상수 #마포#홍대 #가죽공방 #운조,5,52,0,0,87.0,10,,2021. 4. 28. 8:20
317,[ 가죽공예 / 오뜨 가죽공방 원데이클래스 ] 커플 체험... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222243674631,"​​​ooitw (오뜨) 가죽공방 _ 원데이클래스​​​​커플 원데이클래스​머니클립 & 폴딩 카드지갑​토요일 오후 시간을 이용하여 가죽공예 체험을 하러 오셨습니다.본인에게 필요한 제품으로 만들기남자친구분은 머니클립을 여자친구분은 폴딩카드지갑을 만드셨습니다.​두분의 취향을 반영한 제품들을  깔끔하게  완성취향저격~!!​​​​​​머니클립 만들기​​부테로 _ 와인 & 다크네이비를 사용하여 깔끔하게 완성하셨습니다.id창을 넣고싶고  오른쪽 포켓 앞에 작은 오픈포켓도 넣고싶고포켓라인은 한개만 v자로 파고 싶어하셨습니다.원하는 스타일이 딱 정해져 있어 진행이 더욱 쉬었답니다.​​​와인컬러를 메인으로 다크네이비를 포인트로 사용하여 작업너무 예쁘네요 :)여자친구분이 보자마자 오빠 스타일이네요 ^^ 하시네요 ㅎ평소 좋아하는 컬러 조합인것 같아요~♡​​꼼꼼한 성격의 남자친구분손이 조금 느리지만 신중하게 작업하셨습니다.손으로하는걸 좋아해서 한번 만들어보고 싶어 방문하셨다고 하네요 :)​겉감은 사피아노 블랙을 사용하여 작업하였습니다.사피아노 가죽을 사용해서 겉감마감은 엣지코트를 이용하여마감하였습니다.생각보다 작업이 어렵다며 좀더 잘하고싶다고 하셔서 사포와 엤지코트를 소분해서 포장해드렸습니다.​잘하셨을꺼라 믿습니다 :)​여자친구분이 만든 폴딩 카드지갑입니다.엄청 시원 시원하게 거침없이 작업하시는 여자친구분색상선택도 바로~ 고민하지 않고 선택푸에블로 _ 네이비 & 베이지 컬러를 사용하여 작업하셨습니다.​거침없이 정확하게 작업하셨답니다.네이비에 베이지 포인트만 주고나니 너무 남자꺼 같은가 하시더라구요깔끔하고 예쁜데요 :)그래도 아쉬워하시는것 같아 아일렛 작업을 해드리고핑크색으로 이니셜을 찍어 동그라미참을 달아 드렸더니엄청 좋아하시더라구요 ~♡이아이가 카드지갑을 살렸다며 좋아하시던 모습이 선하네요 ㅎ​​​코로나로 인해 올해로 결혼을 미루셨다는 두분대학cc 라고 하시더라구요  이야~♡친구같은 장수커플~!!서로 다른듯하지만 서로를 너무나 잘아는 두분좋은 추억되셨길바랍니다.앞으로도 쭈~욱 예쁜 사랑하시기 바랍니다.감사합니다.​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​​",16,188,10,0,171.2,19,,2021. 2. 15. 1:27
